id,name,Title analysis,Components counts
9911548,"Brandnew, Near BTS And JJ market","['Descriptive Adjectives', 'Proximity to Transit', 'Location Details']",3
9912499,A01C ★Touch & Warmth Room upto 4★ 5 Min to BTS ARI,"['Property Type', 'Descriptive Adjectives', 'Proximity to Transit', 'Location Details']",4
9917169,Lamurr Sukhumvit41 near BTS @ center of Bangkok 3,"['Property Type', 'Proximity to Transit', 'Location Details']",3
9933807,Fully furnished private apartment,"['Amenities', 'Property Type']",2
9934104,The private room with wifi,"['Property Type', 'Amenities']",2
9935108,Huatakhe Riverside3,"['Property Type', 'View', 'Location Details']",3
9935356,Modern Convenient City Condo,"['Descriptive Adjectives', 'Amenities', 'Property Type']",3
9935839,Silom 3 apartment no. 1 (BTS Saladaeng station),"['Property Type', 'Location Details', 'Proximity to Transit']",3
9980246,Value For Money Studio Near BTS,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
9980472,sweet home at nonthaburi,"['Descriptive Adjectives', 'Location Details']",2
9980491,Room@ Don Muang Airport P.P.H.Condo,"['Property Type', 'Location Details']",2
9980926,Room near Government Complex Bkk,"['Property Type', 'Location Details']",2
9988874,"City center, near Platinum mall,MBK","['Location Details', 'Amenities']",2
9999946,The Share Ekkamai,"['Property Type', 'Location Details']",2
10011621,Ann3 Family Room near BTS,"['Property Type', 'Proximity to Transit', 'Location Details']",3
10028375,Nc 1bdr leaving RM balcony. kichan,"['Bedroom Count', 'Property Type', 'Amenities']",3
10061342,CENTRAL BR(A)ND NEW SOI 11 NANA BTS DAILY CLEANING,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Amenities']",4
779223105817674457,"③浪漫花园的两卧民宿，独立庭院,享受美好假期，近MRT，集装箱房不怕地震，周围无高楼","['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Descriptive Adjectives', 'Proximity to Transit', 'Themed Features']",7
779254746173346120,Bangkhe Warm and Cozy Retreat in Rural Community,"['Location Details', 'Descriptive Adjectives', 'Themed Features']",3
779269531015511025,Condo The Pulse @Lat Phrao 44,"['Property Type', 'Location Details']",2
779281869526396891,②独立庭院，花园式的两卧两卫民宿，近MRT，集装箱房不怕地震，周围无高楼,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Descriptive Adjectives', 'Proximity to Transit', 'Themed Features']",7
779291750290822236,Comfy Room - walk to Royal Palace,"['Descriptive Adjectives', 'Proximity to Transit', 'View']",3
779306332587033030,Thonburi Haus | No.2 | 2min to Iconsiam & BTS |,"['Location Details', 'Proximity to Transit']",2
779313723182709997,The Mirror Shrine Studio/WIFI/Pool/Rama9,"['Property Type', 'Amenities', 'Location Details']",3
779389998779146124,JK02：曼谷沙吞/五星酒店服務式公寓/二房二衛/免費自助早餐&免費桑拿＆泳池＆健身房＆兒童遊戲室,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services']",5
779432500136918822,盛字一号 曼谷300平精选别墅 free wifi 已消毒,"['Location Details', 'Property Type', 'Amenities', 'Descriptive Adjectives']",4
779457602059584448,"55sqm Apartment in Asoke, Sukhumvit Soi 21","['Property Type', 'Location Details', 'Size']",3
779494533973612287,Cosy Place 5 Mins 2 BTS And Mall,"['Descriptive Adjectives', 'Proximity to Transit', 'Amenities']",3
779500831322479326,Heart of Chatuchak 2,['Location Details'],1
779503507904940932,Cosy Room near MBK Siam Paragon,"['Descriptive Adjectives', 'Proximity to Transit', 'Amenities']",3
779511887038067233,A comfy place next to MRT,"['Descriptive Adjectives', 'Proximity to Transit']",2
779591807741229742,"Life one wireless 16,000/month","['Property Type', 'Amenities', 'Price']",3
779610136958528192,"Life asoke hype RAMA9 16,000","['Property Type', 'Location Details', 'Price']",3
779728995930838226,Brand new clean stylish. Best Monthy rate! CBD.,"['Descriptive Adjectives', 'Amenities', 'Additional Services']",3
779905984471824671,Lux 2 bed Best View & Location!,"['Descriptive Adjectives', 'Bedroom Count', 'View', 'Location Details']",4
780043524464814147,"A3.5 Pratunam,Platinum,Tofu,December,CTW+Elevator","['Location Details', 'Property Type', 'Amenities']",3
780066627252473233,Blissful Cozy Home :1 BR Wi-Fi/Rama9/JODD Fair,"['Descriptive Adjectives', 'Bedroom Count', 'Amenities', 'Location Details']",4
780130696121233047,New! Gateway/Bangkok University 2BR3PPL near BTS,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Proximity to Transit']",4
780134958381811078,JK04：曼谷沙吞/五星酒店服務式公寓/一房一廳/免費自助早餐＆桑拿＆泳池＆健身房＆兒童遊戲室,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services']",5
780198931095110953,PomPomHome@Sukhumvit105,"['Location Details', 'Property Type']",2
780279334634089731,SR01：曼谷拉瑪九/品牌酒店式公寓/一房一廳/免費泳池＆健身房,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services']",5
780315856955780481,31F - The Echelon 11 - High Floor Hyper View -,"['Floor Level', 'Property Type', 'View']",3
780361388946699107,New 12 Bedroom 26 Persons Townhouse in Center,"['Descriptive Adjectives', 'Bedroom Count', 'Property Type', 'Location Details']",4
780379235049189968,BTS On Nut/Center City Street Food/FreeShuttleBus,"['Proximity to Transit', 'Location Details', 'Amenities']",3
780564938169330101,The Next ใกล้Bts,"['Location Details', 'Proximity to Transit']",2
780597282591748818,"Spacious Mid-Century Modern 4 Bedrooms, BTS & DMK","['Descriptive Adjectives', 'Bedroom Count', 'Property Type', 'Proximity to Transit']",4
780653437352149033,denpo house บ้านริมคลองมอญ,"['Property Type', 'Location Details', 'Themed Features']",3
780688554198893785,Loft Studio 30mins from Airport,"['Property Type', 'Amenities', 'Proximity to Transit']",3
780703492015970945,28.Amazing swimming pool and MRT 5mins,"['Amenities', 'Proximity to Transit']",2
780841128027638681,Comfy Room @ Riski Residence Bangkok Noi,"['Descriptive Adjectives', 'Property Type', 'Location Details']",3
780875360886027829,Penthouse Studio Loft,"['Property Type', 'Themed Features']",2
780956653902840069,20% OFF! Cozy 1BR+Skyline Rooftop pool&Sunbath-BTS,"['Discount', 'Descriptive Adjectives', 'Bedroom Count', 'Amenities', 'Proximity to Transit']",5
780958305953333766,A Space Sukhumvit 77 Studio Room,"['Property Type', 'Location Details']",2
780963656458132293,506 Cozy Studio close to BTS PhromPhong,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
781160830772542540,Pratunam Hotel  Bangkok (1R / 1A /  1B Double),"['Location Details', 'Property Type', 'Room Type']",3
781175009057120145,Pratunam Hotel Bangkok- 1R/2A + 1 Extra bed,"['Location Details', 'Property Type', 'Room Type']",3
781185636641084340,Pratunam Hotel Bangkok 1R/2A/1K/2Bed Single,"['Location Details', 'Property Type', 'Room Type']",3
781196626585677263,Pratunam Hotel Bangkok 1R/4A/1K/4Beds - (Family),"['Location Details', 'Property Type', 'Room Type']",3
781410684217927257,U sabai Hotel : Standard Room ( Room only),"['Property Type', 'Room Type']",2
781428497176885383,Standard Twin,['Room Type'],1
781448001539631537,Utd inn 30 Sqm Close to BTS,"['Property Type', 'Size', 'Proximity to Transit']",3
781476920559679605,Condo Vittorio Sukhumvit 39,"['Property Type', 'Location Details']",2
781501481954362540,Lovely 1-bedroom condo @Night Market Srinakharin,"['Descriptive Adjectives', 'Bedroom Count', 'Property Type', 'Location Details']",4
781630980674791351,Loft Style Skyline 100 sq.m. Apartment,"['Themed Features', 'View', 'Size', 'Property Type']",4
782189594937541038,Chic S studio 5min bts taksin smart tv,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Amenities']",4
782194806259207745,2BR - Sukhumvit - Amazing Rooftop Pool,"['Bedroom Count', 'Location Details', 'Amenities']",3
782208607176394033,Colonial shophouse with terrace in Chinatown.,"['Property Type', 'Themed Features', 'Location Details']",3
782496130971389404,Chic 1 bedroom APT 39by Sansiri,"['Descriptive Adjectives', 'Bedroom Count', 'Property Type']",3
782496616863898960,New room near bts and central pz,"['Descriptive Adjectives', 'Proximity to Transit', 'Amenities']",3
782642512816706517,Apartment  in centre of Bangkok,"['Property Type', 'Location Details']",2
782864001841830698,"Chill condo, 5 mins BTS Udomsuk","['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
782889629876045028,TC Contel @ True Digital Park,"['Property Type', 'Location Details']",2
782931619345978412,Twin Bed_Sukhumvit12_ASOK_BTS406,"['Room Type', 'Location Details', 'Proximity to Transit']",3
782946919295494540,King Bed_Sukhumvit12_ASOK_BTS407,"['Room Type', 'Location Details', 'Proximity to Transit']",3
782950331929881386,King Bed_Sukhumvit12_ASOK_BTS408,"['Room Type', 'Location Details', 'Proximity to Transit']",3
782957912608310505,King Bed_Sukhumvit12_ASOK_BTS409,"['Room Type', 'Location Details', 'Proximity to Transit']",3
782963820972253710,Twin Bed_Sukhumvit12_ASOK_BTS410,"['Room Type', 'Location Details', 'Proximity to Transit']",3
782970119979619694,Twin Bed_Sukhumvit12_ASOK_BTS411,"['Room Type', 'Location Details', 'Proximity to Transit']",3
782972776182286987,Twin Bed_Sukhumvit12_ASOK_BTS412,"['Room Type', 'Location Details', 'Proximity to Transit']",3
782975948201956170,Twin Bed_Sukhumvit12_ASOK_BTS413,"['Room Type', 'Location Details', 'Proximity to Transit']",3
782979540846823937,2Room_Connecting_ASOK_BTS_467,"['Room Type', 'Location Details', 'Proximity to Transit']",3
783034570175693485,Pink Adenium - 90SQM Phayathai BTS & Airport Link,"['Property Type', 'Size', 'Location Details', 'Proximity to Transit']",4
783216547808431520,PremiereSuite 4 @Oriental Ratchada,"['Property Type', 'Location Details']",2
783364753854389967,Pratunam hotel 1R/1B Double/2Adults,"['Location Details', 'Property Type', 'Room Type']",3
783701431615008490,温馨公寓房，夜市，便利店，旅游首选,"['Descriptive Adjectives', 'Amenities', 'Location Details']",3
783724016713460981,"Condominium in Bang Sue, Bangkok","['Property Type', 'Location Details']",2
783746674411693153,Cozy Place with River  Say Hi /Rama3,"['Descriptive Adjectives', 'View', 'Location Details']",3
783793175027130306,Spectacular Panorama view condo,"['Descriptive Adjectives', 'View', 'Property Type']",3
783817312247334259,1BR- BTS Ekamai 300m-Sky infinity Pool&Gym-2 pools,"['Bedroom Count', 'Proximity to Transit', 'Amenities']",3
783872351413089405,Explore Bangkok!,[],0
783891862686826218,"Flat in Bangkok, Sathon","['Property Type', 'Location Details']",2
783953530170486840,JK05：曼谷沙吞/五星酒店服務式公寓/一房一廳/免費自助早餐＆桑拿＆泳池＆健身房＆兒童遊戲室,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services']",5
783964536528283345,JK06：曼谷沙吞/五星酒店服務式公寓/二房二衛/免費自助早餐&免費桑拿＆泳池＆健身房＆兒童遊戲室,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services']",5
783965918241116995,【千顷Ⅰ】全新高级公寓 距离地铁100米 高速wifi 近辉煌夜市,"['Themed Features', 'Descriptive Adjectives', 'Amenities', 'Proximity to Transit', 'Location Details']",5
784013318284595438,Ci Home 4 with balcony and private bathroom,"['Property Type', 'Amenities']",2
784092264406733775,"Feel at Home in Bangkok, BTS S4 SaintLouis Station","['Themed Features', 'Proximity to Transit']",2
784097080508292938,"Feel at Home in Bangkok, BTS S4 SaintLouis Station","['Themed Features', 'Proximity to Transit']",2
784099098268895196,"Feel at Home in Bangkok, BTS S4 SaintLouis Station","['Themed Features', 'Proximity to Transit']",2
784232463784073839,Phra Khanong near Hotel - SWMB,"['Location Details', 'Proximity to Transit']",2
784301978746137544,Pratunam Hotel Bangkok 1R/5A/5B,"['Location Details', 'Property Type', 'Room Type']",3
784441449611565447,k2-Lovely 1 BD 5Min Walk to Subway Washmachine,"['Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit', 'Amenities']",4
784477916630845507,19.高速500兆Wi-Fi 泳池高端公寓免税店大皇宫,"['Amenities', 'Property Type', 'Location Details']",3
784486337728320063,20F- The Echelon 11 - High Floor View - NANA,"['Floor Level', 'Property Type', 'View', 'Location Details']",4
784706293097242196,Ci home 5 with balcony and private bathroom,"['Property Type', 'Amenities']",2
784716389164044756,Ci home 6 with art wall view,"['Property Type', 'View']",2
784738814897273902,"Feel at Home in Bangkok, BTS S4 SaintLouis Station","['Themed Features', 'Proximity to Transit']",2
784741597926800952,"Feel at Home in Bangkok, BTS S4 SaintLouis Station","['Themed Features', 'Proximity to Transit']",2
784746695908159399,"Feel at Home in Bangkok, BTS S4 SaintLouis Station","['Themed Features', 'Proximity to Transit']",2
784748026150429864,"Feel at Home in Bangkok, BTS S4 SaintLouis Station","['Themed Features', 'Proximity to Transit']",2
785153877236170344,Up​ เอกมัย​ (2bed​2bath) pet friendly 75 Sqm.,"['Location Details', 'Bedroom Count', 'Amenities', 'Size']",4
785232852636103149,The Aree condo near BTS Ari,"['Property Type', 'Proximity to Transit', 'Location Details']",3
785358355877567067,The Room Condo Ladprao 32,"['Property Type', 'Location Details']",2
785413950542791214,Sukhumvit Hotel-Deluxe Double B.,"['Property Type', 'Room Type']",2
785422496921193338,"Studio @omni complex, Nana","['Property Type', 'Location Details']",2
785424620044323268,Sukhumvit Hotel -Deluxe Twin Bed,"['Property Type', 'Room Type']",2
785428293210889909,"1 Bedroom Suite @omni tower, nana","['Bedroom Count', 'Property Type', 'Location Details']",3
785435013472448893,Sukhumvit Hotel-Exec. City View,"['Property Type', 'View']",2
785440944628542114,Sukhumvit Hotel-Standrd Twin Bed,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
785448966063018276,Sukhumvit Hotel-Standard DoubleB,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
785694951020466456,Modern High-Tech Condo with Rooftop Pool@Ekkamai !,"['Property Type', 'Descriptive Adjectives', 'Amenities', 'Location Details']",4
785752190561597204,Songphra Studio Women's Apt. 2,"['Location Details', 'Property Type', 'Themed Features', 'Bedroom Count']",4
785753200402591795,Life Condo-Ladprao (Building A),"['Location Details', 'Property Type', 'Themed Features']",3
785839185272663152,unit B-Sweet Studio- 2 guests,"['Property Type', 'Themed Features', 'Bedroom Count', 'Additional Services']",4
785876201682883494,Khaosan DD Standard Bangkok,"['Location Details', 'Property Type', 'Bedroom Count']",3
785877212594100889,"Live like a local, Close to hotspots, Private BR","['Descriptive Adjectives', 'Proximity to Transit', 'Property Type', 'Additional Services']",4
785943915063327571,1 BR near mrt airport link,"['Bedroom Count', 'Proximity to Transit', 'Property Type']",3
785976692600131294,1br/Free pool&gym/WIFI-Asok/SukhumvitBTS! 2PP,"['Bedroom Count', 'Amenities', 'Proximity to Transit', 'Property Type', 'Additional Services']",5
786091732781043145,Great space and landmarks for a solo traveler,"['Descriptive Adjectives', 'Themed Features', 'Additional Services']",3
786472735468565515,Standard Private Room for 2  Near BTS,"['Property Type', 'Bedroom Count', 'Proximity to Transit', 'Additional Services']",4
786530147316345923,2minsToSubway/2Bedrooms/FreePickUp,"['Proximity to Transit', 'Bedroom Count', 'Additional Services']",3
786547998085443691,Studio room with Landmark view,"['Property Type', 'View', 'Amenities']",3
786580384742119025,New! Gateway/Bangkok University 2BR3PPL near BTS,"['Descriptive Adjectives', 'Location Details', 'Property Type', 'Bedroom Count', 'Proximity to Transit']",5
786728701232745545,Crane nest 13 Bangkok downtown view,"['Themed Features', 'Location Details', 'View']",3
786741911434733026,Villa 007 Lat Phrao l MRT Blue & Yellow Lines,"['Property Type', 'Location Details', 'Proximity to Transit']",3
786742271004207966,Private Hotel 2nd Floor Max 12 Guests,"['Property Type', 'Additional Services', 'Themed Features']",3
786773730216217230,"CB's - AC, Cheap Boutique Queen Ensuite Room","['Property Type', 'Amenities', 'Descriptive Adjectives', 'Additional Services']",4
786793185121981017,Airy 50sqm - 180° Surrounding Pool - BTS Nana,"['Descriptive Adjectives', 'Property Type', 'Amenities', 'Proximity to Transit']",4
786822705529613053,Unfurnished CityHome Condo Ratchadaphisek 10,"['Property Type', 'Location Details', 'Descriptive Adjectives']",3
786834873763460489,"Cozy 1 bedroom 40 sqm, central","['Descriptive Adjectives', 'Bedroom Count', 'Property Type', 'Location Details']",4
786852847114140309,"Cozy 1 bedroom 40 sqm, central","['Descriptive Adjectives', 'Bedroom Count', 'Property Type', 'Location Details']",4
786903687124636684,【千顷Ⅱ】全新高级公寓 距离地铁100米 高速wifi 近辉煌夜市,"['Themed Features', 'Property Type', 'Proximity to Transit', 'Amenities', 'Location Details']",5
786932374484049846,Nana Sukhumvit 4 Hotel  - 1R.1B.2A,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
787117080715499555,house garden with 420 mj time,"['Property Type', 'Themed Features', 'Additional Services']",3
787135322561006883,Bangkok BTS Onnut4min center city street food cafe,"['Proximity to Transit', 'Location Details', 'Themed Features', 'Amenities']",4
787184088093176935,iSanook Suite 34 sqm 7,"['Themed Features', 'Property Type', 'Size', 'Additional Services']",4
787294451273878620,25days!New!Bang Phlat MRT 600m/swiming pool/gym,"['Descriptive Adjectives', 'Location Details', 'Proximity to Transit', 'Amenities']",4
787388860686661436,UTD Inn Amazing Studio 30 sqm.,"['Property Type', 'Descriptive Adjectives', 'Size']",3
787405674410141210,Luxury Vintage Thonglor Suite max3,"['Descriptive Adjectives', 'Property Type', 'Themed Features', 'Additional Services']",4
787550309479765822,"Easy for traveling, shopping, working and living.","['Themed Features', 'Additional Services']",2
787637750027935113,Nana Sukhumvit 4 Hotel -1R/2B/2A,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
787678067166371505,Lovely room Next 2 BKK airport/food mall,"['Descriptive Adjectives', 'Proximity to Transit', 'Themed Features', 'Amenities']",4
787678073137687208,Comfy & close 2 BKK airport/workspace,"['Descriptive Adjectives', 'Proximity to Transit', 'Themed Features']",3
787921097262020495,"CBs Cheap Boutique King Room. Balcony, AC, Wifi","['Property Type', 'Descriptive Adjectives', 'Amenities', 'Additional Services']",4
787996708278230092,GK08 • Rama 9 • 2-Bedroom Apartment • MRT Rama 9,"['Location Details', 'Property Type', 'Bedroom Count', 'Proximity to Transit']",4
788036415090605620,Superior Private Room for 2 near BTS,"['Property Type', 'Bedroom Count', 'Proximity to Transit', 'Descriptive Adjectives']",4
788039790592958807,Deluxe Private Room for 2 near BTS,"['Property Type', 'Bedroom Count', 'Proximity to Transit', 'Descriptive Adjectives']",4
788050608122498378,4F Deluxe Room 2/3 Beds By the Station,"['Property Type', 'Bedroom Count', 'Proximity to Transit', 'Themed Features']",4
788088489184649688,1Bedroom Washer Smart TV Hispeed internet Thonglor,"['Bedroom Count', 'Amenities', 'Location Details', 'Property Type']",4
788104649280595223,Gym&Pool&BTS Nana&MRT Sukhumvit&Max4&100m2,"['Amenities', 'Proximity to Transit', 'Additional Services', 'Size']",4
788110551684242536,Deluxe City View,"['Descriptive Adjectives', 'View', 'Property Type']",3
788207348985089461,The Residence 28 SQM BTS Onnut,"['Property Type', 'Size', 'Proximity to Transit']",3
788249488142574919,R701/Near New Train Night Market,"['Themed Features', 'Location Details', 'Proximity to Transit']",3
788363014587607907,Private room&WC NearAirportTrain Sukhumvit,"['Property Type', 'Amenities', 'Proximity to Transit', 'Location Details']",4
788623219193177366,Songphra Studio Women's Apt. 1,"['Location Details', 'Property Type', 'Themed Features', 'Bedroom Count']",4
788687430580578894,"Newly-Private-Cozy Room, Formosa Ratchayothin-BKK","['Descriptive Adjectives', 'Property Type', 'Themed Features', 'Location Details']",4
788805815010289996,"1 Bedroom apartment @omni complex, nana","['Bedroom Count', 'Property Type', 'Location Details']",3
788806155539880365,"2 Bedroom apartment @Omni Tower, Nana","['Bedroom Count', 'Property Type', 'Location Details']",3
788826798381198434,182 Bab Suan,"['Themed Features', 'Location Details']",2
788828128886512378,Warm & Comfy Scandinavian Living,"['Descriptive Adjectives', 'Themed Features']",2
788841933134248110,Stunning river view in the heart of BKK 5min/train,"['View', 'Location Details', 'Proximity to Transit', 'Descriptive Adjectives']",4
788866994722577831,Spacious & Prime Location Great for Work & Travel,"['Descriptive Adjectives', 'Location Details', 'Themed Features']",3
788897722497895498,"L29-2BD, near to nana, asok, Central world","['Property Type', 'Bedroom Count', 'Location Details', 'Proximity to Transit']",4
789015381984536879,21曼谷高端公寓gymwifi 超大泳池Terminal21,"['Property Type', 'Amenities', 'Location Details', 'Descriptive Adjectives']",4
789055307750539047,Nana Sukhumvit Hotel - 1R/1B/2A near Park,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
789260072302799180,Cozy Studio in Old Bangkok,"['Descriptive Adjectives', 'Property Type', 'Location Details']",3
789424652816526961,Private room at Sukhumvit - BTS,"['Property Type', 'Proximity to Transit', 'Location Details']",3
789440470509021553,supremesky pool@chitlom,"['Amenities', 'Location Details']",2
789555053788989734,Boutique room near Khaosarn Road,"['Property Type', 'Location Details', 'Themed Features']",3
789572961352123965,Charming Loft double room/Daybed with Bangkok view,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'View']",4
789580524194448547,Private Room Sukhumvit BTS Onnut,"['Property Type', 'Proximity to Transit', 'Location Details']",3
789610829994076863,- The Echelon 11 - Elegant Design - BTS NANA,"['Themed Features', 'Property Type', 'Proximity to Transit']",3
789625039655017492,27F -The Echelon 11 -High Floor Super View 2BR,"['Themed Features', 'Property Type', 'View', 'Bedroom Count']",4
789817231096801704,Pratunam Platinum near Hostel 1R,"['Location Details', 'Property Type', 'Bedroom Count']",3
789844826647251319,Pratunam Platinum Hostel 2Room,"['Location Details', 'Property Type', 'Bedroom Count']",3
789859755360413110,Pratunam Platinum Hostel 1R D'bl,"['Location Details', 'Property Type', 'Bedroom Count']",3
790144017471486864,20% Off Lovely 1 bedroom Pool Resort WiFi Kitchen,"['Descriptive Adjectives', 'Bedroom Count', 'Amenities', 'Additional Services']",4
790226942615849772,Free1BreakfastIfBook48hBefore-PrivateRoomInThonglo,"['Amenities', 'Additional Services', 'Location Details', 'Property Type']",4
790237687527407972,1 Bed in Mix Dormitory Room @Episode 11,"['Bedroom Count', 'Property Type', 'Themed Features']",3
790251685685460492,3 Beds in 8 Bed Mix Dormitory Room @Episode 11,"['Bedroom Count', 'Property Type', 'Themed Features']",3
790266011396665923,1 Bed in Mix Dormitory Room @Episode11,"['Bedroom Count', 'Property Type', 'Themed Features']",3
790278230325843023,"Family Room for 4 People, Shared Bathroom","['Additional Services', 'Bedroom Count', 'Property Type']",3
790280473547745220,"Family Room for 4 People, Shared Bathroom","['Additional Services', 'Bedroom Count', 'Property Type']",3
790282480427506280,Pratunam Casa -4,"['Themed Features', 'Location Details']",2
790283533781929861,iSanook Suite 34 sqm 8,"['Themed Features', 'Property Type', 'Size', 'Additional Services']",4
790341307543009724,Pratunam Casa-5,"['Themed Features', 'Location Details']",2
790344175778149301,Pratunam Casa-3,"['Themed Features', 'Location Details']",2
790346710454894685,Room in Pratunam,"['Location Details', 'Property Type']",2
790451855541607948,Royal Asia Hotel PratunamMktTwinBedNrPlatinum Mall,"['Location Details', 'Property Type', 'Bedroom Count']",3
790458367159269431,Royal Asia Hotel PratunamMktTripleBedNrPlatinum Ml,"['Location Details', 'Property Type', 'Bedroom Count']",3
790460406360583597,"Family Room for 8 People, Shared Bathroom","['Additional Services', 'Bedroom Count', 'Property Type']",3
790465040741092826,素坤逸核心两房公寓45楼，靠近BTSon nut/无边天际泳池观赏曼谷夜景/出门当地美食街,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'View', 'Proximity to Transit', 'Themed Features']",7
790476808308702333,Royal Asia Hotel PratunamMktDoubleBedNrPlatinum Ml,"['Location Details', 'Property Type', 'Bedroom Count']",3
790722794336703377,Phra Khanong near Hotel-King Bed,"['Location Details', 'Property Type', 'Bedroom Count']",3
790734625825299191,Cheap Boutique Private King AC room with Wi-Fi,"['Descriptive Adjectives', 'Property Type', 'Amenities']",3
790751009846488922,Studio at The Lantern Suites,"['Property Type', 'Location Details', 'Themed Features']",3
790847536034072898,Japanese Muji Loft,"['Themed Features', 'Property Type', 'Descriptive Adjectives']",3
790914581762262942,25days!New!Bang Phlat MRT 600m/swiming pool/gym,"['Descriptive Adjectives', 'Location Details', 'Proximity to Transit', 'Amenities']",4
790937057308470052,25days!New!Bang Phlat MRT 600m/swiming pool/gym,"['Descriptive Adjectives', 'Location Details', 'Proximity to Transit', 'Amenities']",4
790966677518999247,MIQ- 34th F/Samyan 50m to MRT w/Sky Pool/Luxury,"['Themed Features', 'Location Details', 'Proximity to Transit', 'Amenities', 'Descriptive Adjectives']",5
791005087508577306,Whizdom Condo Sukhumvit 64 by TK,"['Location Details', 'Property Type', 'Themed Features']",3
791143802596733979,奢华泳池 临近Bts 免费健身房 桑拿房 共享办公空间,"['Descriptive Adjectives', 'Amenities', 'Proximity to Transit', 'Additional Services']",4
791257730306444636,Ekamai near Hotel - 1R/1B/1A,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
791264403187666921,Corner 1BR 45sqm 38th FL. +Stunning Pool-7m to BTS,"['Property Type', 'Bedroom Count', 'Size', 'Amenities', 'Proximity to Transit', 'View']",6
791272568483760082,Ekamai near Hotel - 1R/1B/2A,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
791310976784805947,Room4030,['Themed Features'],1
791696388771873372,【初久Ⅶ】曼谷市中心高级公寓 火车夜市近在咫尺 距地铁300米 RCA,"['Themed Features', 'Location Details', 'Property Type', 'Proximity to Transit', 'Amenities']",5
791703066217569441,T-house in Thonglor,"['Themed Features', 'Location Details', 'Property Type']",3
791752417268794642,Modern 1 bed 2min walk BTS OnNut,"['Property Type', 'Bedroom Count', 'Proximity to Transit']",3
791828558074355967,"The Oasis Silom, Bangkok (公寓)","['Location Details', 'Property Type']",2
791851695362005972,Budget Single fan share bathroom,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Amenities']",4
791852457825665471,Cozy 2BR Next to St Food&Night Life: BTS Nana: IV,"['Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit', 'Themed Features']",4
791867111375461686,Kp. เพลส หลวงแพ่ง (Kp. Place Luang Phaeng),"['Location Details', 'Property Type']",2
791915240052725529,R703/GreatArea/10mins to MRT,"['Themed Features', 'Proximity to Transit']",2
791931509647693197,R407@Oriental Ratchada,"['Themed Features', 'Location Details']",2
791980230626651765,"Fully equipped Condo in Rama9, with workstation","['Property Type', 'Location Details', 'Amenities']",3
792034804108491464,Pratunam & Platinum near Hostel - 1A / Double Bed,"['Location Details', 'Themed Features', 'Bedroom Count', 'Amenities']",4
792052264766991718,Pratunam & Platinum near Hostel 1A / Deluxe Room,"['Location Details', 'Themed Features', 'Bedroom Count', 'Amenities']",4
792062752672880311,- The Echelon 11 - Lovely Design - BTS NANA,"['Themed Features', 'Descriptive Adjectives', 'Proximity to Transit']",3
792260166048462011,Modern Luxe 1 bdrm Condo,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count']",3
792302952950816270,Emquartier 33 serviced apartment,"['Location Details', 'Property Type']",2
792335180937811991,Comfort room with queen bed and coffee,"['Property Type', 'Amenities', 'Bedroom Count']",3
792369819429389409,Flora Vieaw A15D Pattanakarn 51,"['Location Details', 'Themed Features']",2
792385702561237114,Fantastic 1 Bedroom Apartment Near Lumpini Park,"['Descriptive Adjectives', 'Bedroom Count', 'Property Type', 'Proximity to Transit']",4
792394376726158201,Sale! BTS On Nut/Sukhumvit 87/loft/pool/gym/wifi,"['Proximity to Transit', 'Location Details', 'Property Type', 'Amenities', 'Themed Features']",5
792423581640676972,R601@Oriental Ratchada,"['Themed Features', 'Location Details']",2
792454252909983028,Astounding 2 Bedroom Apartment Near Lumpini Park,"['Descriptive Adjectives', 'Bedroom Count', 'Property Type', 'Proximity to Transit']",4
792506401146020187,Pratunam Night Market near Hotel,"['Location Details', 'Themed Features']",2
